num_patch,image_id,X,Y,width,height,tumor ratio
38425,00000040,250,626,224,224,1.0
38426,00000040,306,626,224,224,1.0
38427,00000040,362,626,224,224,1.0
38428,00000040,418,626,224,224,1.0
38429,00000040,474,626,224,224,1.0
38430,00000040,530,626,224,224,1.0
38431,00000040,586,626,224,224,1.0
38432,00000040,642,626,224,224,1.0
38433,00000040,698,626,224,224,0.7589285714285714
38434,00000040,754,626,224,224,0.5089285714285714
38445,00000040,82,682,224,224,0.5491071428571429
38446,00000040,138,682,224,224,0.7991071428571429
38447,00000040,194,682,224,224,1.0
38448,00000040,250,682,224,224,1.0
38449,00000040,306,682,224,224,1.0
38450,00000040,362,682,224,224,1.0
38451,00000040,418,682,224,224,1.0
38452,00000040,474,682,224,224,1.0
38453,00000040,530,682,224,224,1.0
38454,00000040,586,682,224,224,1.0
38455,00000040,642,682,224,224,1.0
38456,00000040,698,682,224,224,0.7589285714285714
38457,00000040,754,682,224,224,0.5089285714285714
38468,00000040,82,738,224,224,0.5491071428571429
38469,00000040,138,738,224,224,0.7991071428571429
38470,00000040,194,738,224,224,1.0
38471,00000040,250,738,224,224,1.0
38472,00000040,306,738,224,224,1.0
38473,00000040,362,738,224,224,1.0
38474,00000040,418,738,224,224,1.0
38475,00000040,474,738,224,224,1.0
38476,00000040,530,738,224,224,1.0
38477,00000040,586,738,224,224,1.0
38478,00000040,642,738,224,224,1.0
38479,00000040,698,738,224,224,0.7589285714285714
38480,00000040,754,738,224,224,0.5089285714285714
38491,00000040,82,794,224,224,0.5491071428571429
38492,00000040,138,794,224,224,0.7991071428571429
38493,00000040,194,794,224,224,1.0
38494,00000040,250,794,224,224,1.0
38495,00000040,306,794,224,224,1.0
38496,00000040,362,794,224,224,1.0
38497,00000040,418,794,224,224,1.0
38498,00000040,474,794,224,224,1.0
38499,00000040,530,794,224,224,1.0
38500,00000040,586,794,224,224,1.0
38501,00000040,642,794,224,224,1.0
38502,00000040,698,794,224,224,0.7589285714285714
38503,00000040,754,794,224,224,0.5089285714285714
38514,00000040,82,850,224,224,0.5491071428571429
38515,00000040,138,850,224,224,0.7991071428571429
38516,00000040,194,850,224,224,1.0
38517,00000040,250,850,224,224,1.0
38518,00000040,306,850,224,224,1.0
38519,00000040,362,850,224,224,1.0
38520,00000040,418,850,224,224,1.0
38521,00000040,474,850,224,224,1.0
38522,00000040,530,850,224,224,1.0
38523,00000040,586,850,224,224,1.0
38524,00000040,642,850,224,224,1.0
38525,00000040,698,850,224,224,0.7589285714285714
38526,00000040,754,850,224,224,0.5089285714285714
38537,00000040,82,906,224,224,0.47556600765306123
38538,00000040,138,906,224,224,0.6920838647959183
38539,00000040,194,906,224,224,0.8660714285714286
38540,00000040,250,906,224,224,0.8660714285714286
38541,00000040,306,906,224,224,0.8660714285714286
38542,00000040,362,906,224,224,0.8660714285714286
38543,00000040,418,906,224,224,0.8660714285714286
38544,00000040,474,906,224,224,0.8660714285714286
38545,00000040,530,906,224,224,0.8660714285714286
38546,00000040,586,906,224,224,0.8660714285714286
38547,00000040,642,906,224,224,0.8660714285714286
38548,00000040,698,906,224,224,0.6572863520408163
38549,00000040,754,906,224,224,0.44076849489795916
38560,00000040,138,962,224,224,0.4923070790816326
38561,00000040,194,962,224,224,0.6160714285714286
38562,00000040,250,962,224,224,0.6160714285714286
38563,00000040,306,962,224,224,0.6160714285714286
38564,00000040,362,962,224,224,0.6160714285714286
38565,00000040,418,962,224,224,0.6160714285714286
38566,00000040,474,962,224,224,0.6160714285714286
38567,00000040,530,962,224,224,0.6160714285714286
38568,00000040,586,962,224,224,0.6160714285714286
38569,00000040,642,962,224,224,0.6160714285714286
38570,00000040,698,962,224,224,0.46755420918367346
39457,00000041,25,395,224,224,0.5661670918367347
39458,00000041,81,395,224,224,0.5982142857142857
39459,00000041,137,395,224,224,0.5982142857142857
39460,00000041,193,395,224,224,0.5982142857142857
39461,00000041,249,395,224,224,0.5982142857142857
39462,00000041,305,395,224,224,0.5982142857142857
39463,00000041,361,395,224,224,0.5982142857142857
39464,00000041,417,395,224,224,0.5982142857142857
39465,00000041,473,395,224,224,0.5795200892857143
39466,00000041,529,395,224,224,0.42996651785714285
39475,00000041,25,451,224,224,0.8027742346938775
39476,00000041,81,451,224,224,0.8482142857142857
39477,00000041,137,451,224,224,0.8482142857142857
39478,00000041,193,451,224,224,0.8482142857142857
39479,00000041,249,451,224,224,0.8482142857142857
39480,00000041,305,451,224,224,0.8482142857142857
39481,00000041,361,451,224,224,0.8482142857142857
39482,00000041,417,451,224,224,0.8482142857142857
39483,00000041,473,451,224,224,0.8217075892857143
39484,00000041,529,451,224,224,0.6096540178571429
39495,00000041,25,507,224,224,0.9464285714285714
39496,00000041,81,507,224,224,1.0
39497,00000041,137,507,224,224,1.0
39498,00000041,193,507,224,224,1.0
39499,00000041,249,507,224,224,1.0
39500,00000041,305,507,224,224,1.0
39501,00000041,361,507,224,224,1.0
39502,00000041,417,507,224,224,1.0
39503,00000041,473,507,224,224,0.96875
39504,00000041,529,507,224,224,0.71875
39505,00000041,585,507,224,224,0.46875
39517,00000041,25,563,224,224,0.9464285714285714
39518,00000041,81,563,224,224,1.0
39519,00000041,137,563,224,224,1.0
39520,00000041,193,563,224,224,1.0
39521,00000041,249,563,224,224,1.0
39522,00000041,305,563,224,224,1.0
39523,00000041,361,563,224,224,1.0
39524,00000041,417,563,224,224,1.0
39525,00000041,473,563,224,224,0.96875
39526,00000041,529,563,224,224,0.71875
39527,00000041,585,563,224,224,0.46875
39540,00000041,25,619,224,224,0.9464285714285714
39541,00000041,81,619,224,224,1.0
39542,00000041,137,619,224,224,1.0
39543,00000041,193,619,224,224,1.0
39544,00000041,249,619,224,224,1.0
39545,00000041,305,619,224,224,1.0
39546,00000041,361,619,224,224,1.0
39547,00000041,417,619,224,224,1.0
39548,00000041,473,619,224,224,0.96875
39549,00000041,529,619,224,224,0.71875
39550,00000041,585,619,224,224,0.46875
39564,00000041,25,675,224,224,0.9464285714285714
39565,00000041,81,675,224,224,1.0
39566,00000041,137,675,224,224,1.0
39567,00000041,193,675,224,224,1.0
39568,00000041,249,675,224,224,1.0
39569,00000041,305,675,224,224,1.0
39570,00000041,361,675,224,224,1.0
39571,00000041,417,675,224,224,1.0
39572,00000041,473,675,224,224,0.96875
39573,00000041,529,675,224,224,0.71875
39574,00000041,585,675,224,224,0.46875
39589,00000041,25,731,224,224,0.9464285714285714
39590,00000041,81,731,224,224,1.0
39591,00000041,137,731,224,224,1.0
39592,00000041,193,731,224,224,1.0
39593,00000041,249,731,224,224,1.0
39594,00000041,305,731,224,224,1.0
39595,00000041,361,731,224,224,1.0
39596,00000041,417,731,224,224,1.0
39597,00000041,473,731,224,224,0.96875
39598,00000041,529,731,224,224,0.71875
39599,00000041,585,731,224,224,0.46875
39615,00000041,25,787,224,224,0.9464285714285714
39616,00000041,81,787,224,224,1.0
39617,00000041,137,787,224,224,1.0
39618,00000041,193,787,224,224,1.0
39619,00000041,249,787,224,224,1.0
39620,00000041,305,787,224,224,1.0
39621,00000041,361,787,224,224,1.0
39622,00000041,417,787,224,224,1.0
39623,00000041,473,787,224,224,0.96875
39624,00000041,529,787,224,224,0.71875
39625,00000041,585,787,224,224,0.46875
39641,00000041,25,843,224,224,0.9464285714285714
39642,00000041,81,843,224,224,1.0
39643,00000041,137,843,224,224,1.0
39644,00000041,193,843,224,224,1.0
39645,00000041,249,843,224,224,1.0
39646,00000041,305,843,224,224,1.0
39647,00000041,361,843,224,224,1.0
39648,00000041,417,843,224,224,1.0
39649,00000041,473,843,224,224,0.96875
39650,00000041,529,843,224,224,0.71875
39651,00000041,585,843,224,224,0.46875
39667,00000041,25,899,224,224,0.7605229591836735
39668,00000041,81,899,224,224,0.8035714285714286
39669,00000041,137,899,224,224,0.8035714285714286
39670,00000041,193,899,224,224,0.8035714285714286
39671,00000041,249,899,224,224,0.8035714285714286
39672,00000041,305,899,224,224,0.8035714285714286
39673,00000041,361,899,224,224,0.8035714285714286
39674,00000041,417,899,224,224,0.8035714285714286
39675,00000041,473,899,224,224,0.7784598214285714
39676,00000041,529,899,224,224,0.5775669642857143
39692,00000041,25,955,224,224,0.5239158163265306
39693,00000041,81,955,224,224,0.5535714285714286
39694,00000041,137,955,224,224,0.5535714285714286
39695,00000041,193,955,224,224,0.5535714285714286
39696,00000041,249,955,224,224,0.5535714285714286
39697,00000041,305,955,224,224,0.5535714285714286
39698,00000041,361,955,224,224,0.5535714285714286
39699,00000041,417,955,224,224,0.5535714285714286
39700,00000041,473,955,224,224,0.5362723214285714
45233,00000045,25,1304,224,224,0.6342474489795918
45234,00000045,81,1304,224,224,0.47353316326530615
45255,00000045,25,1360,224,224,0.8808992346938775
45256,00000045,81,1360,224,224,0.6576849489795918
45257,00000045,137,1360,224,224,0.43447066326530615
45278,00000045,25,1416,224,224,0.9866071428571429
45279,00000045,81,1416,224,224,0.7366071428571429
45280,00000045,137,1416,224,224,0.48660714285714285
45301,00000045,25,1472,224,224,0.7443598533163265
45302,00000045,81,1472,224,224,0.5557437818877551
45323,00000045,25,1528,224,224,0.49770806760204084
47923,00000047,617,1084,224,224,0.40561224489795916
47924,00000047,673,1084,224,224,0.548469387755102
47925,00000047,729,1084,224,224,0.5714285714285714
47926,00000047,785,1084,224,224,0.4489795918367347
47945,00000047,617,1140,224,224,0.5830676020408163
47946,00000047,673,1140,224,224,0.7884247448979592
47947,00000047,729,1140,224,224,0.8214285714285714
47948,00000047,785,1140,224,224,0.6454081632653061
47949,00000047,841,1140,224,224,0.44005102040816324
47968,00000047,561,1196,224,224,0.45982142857142855
47969,00000047,617,1196,224,224,0.7098214285714286
47970,00000047,673,1196,224,224,0.9598214285714286
47971,00000047,729,1196,224,224,1.0
47972,00000047,785,1196,224,224,0.7857142857142857
47973,00000047,841,1196,224,224,0.5357142857142857
47992,00000047,617,1252,224,224,0.5989118303571429
47993,00000047,673,1252,224,224,0.8098493303571429
47994,00000047,729,1252,224,224,0.84375
47995,00000047,785,1252,224,224,0.6629464285714286
47996,00000047,841,1252,224,224,0.45200892857142855
48015,00000047,617,1308,224,224,0.4214564732142857
48016,00000047,673,1308,224,224,0.5698939732142857
48017,00000047,729,1308,224,224,0.59375
48018,00000047,785,1308,224,224,0.46651785714285715
50301,00000050,280,852,224,224,0.43582589285714285
50302,00000050,336,852,224,224,0.40513392857142855
53157,00000053,249,1191,224,224,0.44985650510204084
53158,00000053,305,1191,224,224,0.40896045918367346
53169,00000053,193,1247,224,224,0.43582589285714285
53170,00000053,249,1247,224,224,0.6077008928571429
53171,00000053,305,1247,224,224,0.5524553571428571
53182,00000053,193,1303,224,224,0.4301658163265306
53183,00000053,249,1303,224,224,0.5998086734693877
53184,00000053,305,1303,224,224,0.545280612244898
54944,00000055,680,1458,224,224,0.5259486607142857
54945,00000055,736,1458,224,224,0.4999402104591837
54958,00000055,624,1514,224,224,0.48214285714285715
54959,00000055,680,1514,224,224,0.6964285714285714
54960,00000055,736,1514,224,224,0.6619897959183674
54961,00000055,792,1514,224,224,0.4477040816326531
54974,00000055,680,1570,224,224,0.5767299107142857
54975,00000055,736,1570,224,224,0.548210299744898
56718,00000057,617,1465,224,224,0.44174505739795916
56719,00000057,673,1465,224,224,0.6013432716836735
56720,00000057,729,1465,224,224,0.6383928571428571
56721,00000057,785,1465,224,224,0.5899433992346939
56722,00000057,841,1465,224,224,0.4303451849489796
56736,00000057,617,1521,224,224,0.6147361288265306
56737,00000057,673,1521,224,224,0.8368343431122449
56738,00000057,729,1521,224,224,0.8883928571428571
56739,00000057,785,1521,224,224,0.8209701849489796
56740,00000057,841,1521,224,224,0.5988719706632653
56754,00000057,561,1577,224,224,0.4419642857142857
56755,00000057,617,1577,224,224,0.6919642857142857
56756,00000057,673,1577,224,224,0.9419642857142857
56757,00000057,729,1577,224,224,1.0
56758,00000057,785,1577,224,224,0.9241071428571429
56759,00000057,841,1577,224,224,0.6741071428571429
56760,00000057,897,1577,224,224,0.42410714285714285
56774,00000057,561,1633,224,224,0.4419642857142857
56775,00000057,617,1633,224,224,0.6919642857142857
56776,00000057,673,1633,224,224,0.9419642857142857
56777,00000057,729,1633,224,224,1.0
56778,00000057,785,1633,224,224,0.9241071428571429
56779,00000057,841,1633,224,224,0.6741071428571429
56780,00000057,897,1633,224,224,0.42410714285714285
56794,00000057,561,1689,224,224,0.4419642857142857
56795,00000057,617,1689,224,224,0.6919642857142857
56796,00000057,673,1689,224,224,0.9419642857142857
56797,00000057,729,1689,224,224,1.0
56798,00000057,785,1689,224,224,0.9241071428571429
56799,00000057,841,1689,224,224,0.6741071428571429
56800,00000057,897,1689,224,224,0.42410714285714285
56814,00000057,617,1745,224,224,0.5931122448979592
56815,00000057,673,1745,224,224,0.8073979591836735
56816,00000057,729,1745,224,224,0.8571428571428571
56817,00000057,785,1745,224,224,0.7920918367346939
56818,00000057,841,1745,224,224,0.5778061224489796
56832,00000057,617,1801,224,224,0.42012117346938777
56833,00000057,673,1801,224,224,0.571906887755102
56834,00000057,729,1801,224,224,0.6071428571428571
56835,00000057,785,1801,224,224,0.5610650510204082
56836,00000057,841,1801,224,224,0.40927933673469385
58830,00000059,572,2151,224,224,0.42617984693877553
58831,00000059,628,2151,224,224,0.48214285714285715
